geo_code1,geo_code2,all,from_home,train,bus,car_driver,car_passenger,bicycle,foot,other
S02001606,S02001667,15,0,0,1,11,2,1,0,0
S02001606,S02001670,12,0,0,6,6,0,0,0,0
S02001606,S02001671,1,0,0,0,1,0,0,0,0
S02001606,S02001672,1,0,0,0,1,0,0,0,0
S02001606,S02001676,1,0,0,0,1,0,0,0,0
S02001606,S02001677,1,0,0,0,1,0,0,0,0
S02001606,S02001678,1,0,0,0,1,0,0,0,0
S02001606,S02001679,2,0,0,0,1,0,0,0,1
S02001606,S02001680,2,0,0,0,1,1,0,0,0
S02001606,S02001682,63,0,0,6,52,2,1,1,1
S02001606,S02001683,21,0,0,3,16,0,1,0,1
S02001606,S02001684,5,0,0,0,5,0,0,0,0
S02001606,S02001685,3,0,0,1,2,0,0,0,0
S02001607,S02001576,1,0,0,0,1,0,0,0,0
S02001607,S02001577,9,0,0,0,7,0,2,0,0
S02001607,S02001579,1,0,0,0,1,0,0,0,0
S02001607,S02001580,1,0,0,1,0,0,0,0,0
S02001607,S02001581,4,0,0,0,4,0,0,0,0
S02001607,S02001584,4,0,0,0,4,0,0,0,0
S02001607,S02001586,14,0,0,2,10,1,1,0,0
S02001607,S02001587,7,0,0,2,2,1,1,1,0
S02001607,S02001588,2,0,0,1,1,0,0,0,0
S02001607,S02001589,6,0,0,2,4,0,0,0,0
S02001607,S02001590,3,0,0,1,1,0,1,0,0
S02001607,S02001591,4,0,0,0,4,0,0,0,0
S02001607,S02001592,1,0,0,0,1,0,0,0,0
S02001607,S02001593,5,0,0,2,3,0,0,0,0
S02001607,S02001594,1,0,0,0,1,0,0,0,0
S02001607,S02001595,3,0,0,0,3,0,0,0,0
S02001607,S02001596,4,0,0,1,3,0,0,0,0
S02001607,S02001598,3,0,0,0,3,0,0,0,0
S02001607,S02001599,4,0,0,0,3,0,0,0,1
S02001607,S02001600,1,0,0,0,0,1,0,0,0
S02001607,S02001601,5,0,0,1,3,0,0,1,0
S02001607,S02001602,15,0,0,2,10,2,0,1,0
S02001607,S02001603,5,0,0,0,5,0,0,0,0
S02001607,S02001604,13,0,0,1,5,1,3,3,0
S02001607,S02001606,9,0,0,2,2,0,0,5,0
S02001607,S02001607,11,0,0,2,1,0,0,8,0
S02001607,S02001608,8,0,0,2,4,0,0,2,0
S02001607,S02001609,69,0,0,7,24,2,2,33,1
S02001607,S02001610,2,0,0,0,1,0,1,0,0
S02001607,S02001611,8,0,0,3,1,1,1,2,0
S02001607,S02001612,19,0,0,4,8,6,1,0,0
S02001607,S02001613,6,0,0,1,5,0,0,0,0
S02001607,S02001614,6,0,0,2,4,0,0,0,0
S02001607,S02001615,15,0,0,1,7,2,1,4,0
S02001607,S02001616,24,0,0,5,13,2,2,2,0
S02001607,S02001617,6,0,0,2,2,0,0,2,0
S02001607,S02001618,1,0,0,0,1,0,0,0,0
S02001607,S02001619,9,0,0,5,2,0,2,0,0
S02001607,S02001620,54,0,0,24,20,3,2,3,2
S02001607,S02001621,29,0,0,16,9,0,2,2,0
S02001607,S02001622,93,0,0,69,11,6,6,1,0
S02001607,S02001623,20,0,0,9,9,1,0,1,0
S02001607,S02001625,3,0,0,2,1,0,0,0,0
S02001607,S02001626,8,0,0,2,6,0,0,0,0
S02001607,S02001627,44,0,0,7,23,3,3,8,0
S02001607,S02001628,1,0,0,0,1,0,0,0,0
S02001607,S02001629,2,0,0,2,0,0,0,0,0
S02001607,S02001630,6,0,0,0,6,0,0,0,0
S02001607,S02001631,1,0,0,0,1,0,0,0,0
S02001607,S02001632,4,0,0,1,3,0,0,0,0
S02001607,S02001633,5,0,0,0,5,0,0,0,0
S02001607,S02001634,1,0,0,0,1,0,0,0,0
S02001607,S02001636,2,0,0,0,2,0,0,0,0
S02001607,S02001640,12,0,0,4,7,0,1,0,0
S02001607,S02001641,1,0,0,0,1,0,0,0,0
S02001607,S02001642,6,0,0,0,6,0,0,0,0
S02001607,S02001643,10,0,0,5,5,0,0,0,0
S02001607,S02001644,2,0,0,2,0,0,0,0,0
S02001607,S02001645,1,0,0,0,1,0,0,0,0
S02001607,S02001646,1,0,0,1,0,0,0,0,0
S02001607,S02001647,7,0,0,3,2,0,1,0,1
S02001607,S02001648,2,0,0,0,2,0,0,0,0
S02001607,S02001649,2,0,0,0,2,0,0,0,0
S02001607,S02001650,1,0,0,0,1,0,0,0,0
S02001607,S02001651,3,0,0,0,1,2,0,0,0
S02001607,S02001652,3,0,0,1,2,0,0,0,0
S02001607,S02001653,3,0,0,0,3,0,0,0,0
S02001607,S02001654,3,0,0,3,0,0,0,0,0
S02001607,S02001655,7,0,0,4,2,0,1,0,0
S02001607,S02001656,15,0,0,11,3,0,1,0,0
S02001607,S02001657,7,0,0,5,1,0,1,0,0
S02001607,S02001658,15,0,0,10,2,2,0,1,0
S02001607,S02001659,6,0,0,1,5,0,0,0,0
S02001607,S02001660,63,0,0,27,21,4,5,4,2
S02001607,S02001661,1,0,0,1,0,0,0,0,0
S02001607,S02001662,4,0,0,1,3,0,0,0,0
S02001607,S02001663,18,0,0,6,9,1,2,0,0
S02001607,S02001664,2,0,0,2,0,0,0,0,0
S02001607,S02001665,1,0,0,0,1,0,0,0,0
S02001607,S02001667,6,0,0,1,5,0,0,0,0
S02001607,S02001670,9,0,0,2,6,0,1,0,0
S02001607,S02001671,3,0,0,0,2,0,1,0,0
S02001607,S02001674,1,0,0,0,1,0,0,0,0
S02001607,S02001679,5,0,0,0,3,0,2,0,0
S02001607,S02001681,1,0,0,1,0,0,0,0,0
S02001607,S02001682,51,0,0,12,32,3,2,1,1
S02001607,S02001683,14,0,1,2,11,0,0,0,0
S02001607,S02001684,6,0,0,0,5,0,0,0,1
S02001607,S02001685,1,0,0,0,1,0,0,0,0
S02001608,S02001577,16,0,0,5,10,0,1,0,0
S02001608,S02001578,1,0,0,0,1,0,0,0,0
S02001608,S02001581,5,0,0,1,2,1,0,1,0
S02001608,S02001582,1,0,0,0,0,0,0,1,0
S02001608,S02001583,3,0,0,3,0,0,0,0,0
S02001608,S02001584,4,0,0,1,2,0,0,1,0
S02001608,S02001585,1,0,0,0,1,0,0,0,0
S02001608,S02001586,31,0,0,15,14,0,0,2,0
S02001608,S02001587,8,0,0,2,6,0,0,0,0
S02001608,S02001588,5,0,0,3,2,0,0,0,0
S02001608,S02001589,2,0,0,0,2,0,0,0,0
S02001608,S02001590,6,0,0,4,2,0,0,0,0
S02001608,S02001591,6,0,0,3,3,0,0,0,0
S02001608,S02001592,8,0,0,3,3,1,0,1,0
S02001608,S02001593,13,0,0,5,6,1,1,0,0
S02001608,S02001594,4,0,0,1,3,0,0,0,0
S02001608,S02001595,1,0,0,1,0,0,0,0,0
S02001608,S02001596,3,0,0,0,3,0,0,0,0
S02001608,S02001598,4,0,0,0,4,0,0,0,0
S02001608,S02001599,10,0,0,0,9,0,1,0,0
S02001608,S02001600,1,0,0,1,0,0,0,0,0
S02001608,S02001601,6,0,0,2,4,0,0,0,0
S02001608,S02001602,21,0,0,4,12,0,1,4,0
S02001608,S02001603,3,0,0,1,2,0,0,0,0
S02001608,S02001604,27,0,0,7,8,0,0,12,0
S02001608,S02001605,13,0,0,1,9,0,0,3,0
S02001608,S02001606,46,0,0,9,13,0,1,23,0
S02001608,S02001607,30,0,0,5,13,2,0,10,0
S02001608,S02001608,33,0,0,5,7,0,0,21,0
S02001608,S02001609,117,0,0,9,29,4,11,64,0
S02001608,S02001610,23,0,0,5,5,2,1,10,0
S02001608,S02001611,24,0,0,10,4,3,1,6,0
S02001608,S02001612,19,0,0,7,4,3,0,5,0
S02001608,S02001613,16,0,0,5,6,1,0,4,0
S02001608,S02001614,5,0,0,2,1,1,1,0,0
S02001608,S02001615,33,0,0,8,14,5,1,5,0
S02001608,S02001616,13,0,0,8,2,0,2,1,0
S02001608,S02001617,7,0,0,4,1,1,1,0,0
S02001608,S02001619,11,0,0,6,5,0,0,0,0
S02001608,S02001620,58,0,0,33,14,3,4,3,1
S02001608,S02001621,67,0,0,46,11,1,4,4,1
S02001608,S02001622,155,0,0,116,15,5,5,12,2
S02001608,S02001623,25,0,0,19,4,0,1,1,0
S02001608,S02001624,5,0,0,2,2,0,1,0,0
S02001608,S02001625,6,0,0,2,4,0,0,0,0
S02001608,S02001626,10,0,0,4,5,1,0,0,0
S02001608,S02001627,109,0,0,19,21,7,4,57,1
S02001608,S02001628,7,0,0,2,4,0,0,1,0
S02001608,S02001629,4,0,0,1,1,2,0,0,0
S02001608,S02001630,21,0,0,6,14,1,0,0,0
S02001608,S02001631,3,0,0,2,1,0,0,0,0
S02001608,S02001632,14,0,0,4,10,0,0,0,0
S02001608,S02001633,2,0,0,1,1,0,0,0,0
S02001608,S02001634,6,0,0,0,6,0,0,0,0
S02001608,S02001636,6,0,0,1,3,2,0,0,0
S02001608,S02001638,1,0,0,1,0,0,0,0,0
S02001608,S02001640,20,0,0,8,7,0,5,0,0
S02001608,S02001641,6,0,0,0,5,0,1,0,0
S02001608,S02001642,9,0,0,4,5,0,0,0,0
S02001608,S02001643,8,0,0,5,1,0,2,0,0
S02001608,S02001644,8,0,0,7,1,0,0,0,0
S02001608,S02001645,8,0,0,3,5,0,0,0,0
S02001608,S02001646,4,0,0,3,0,1,0,0,0
S02001608,S02001647,18,0,0,5,6,1,4,2,0
S02001608,S02001648,4,0,0,4,0,0,0,0,0
S02001608,S02001649,3,0,0,0,2,1,0,0,0
S02001608,S02001650,1,0,0,1,0,0,0,0,0
S02001608,S02001651,1,0,0,1,0,0,0,0,0
S02001608,S02001652,1,0,0,1,0,0,0,0,0
S02001608,S02001653,17,0,0,2,12,2,0,1,0
S02001608,S02001654,1,0,0,0,1,0,0,0,0
S02001608,S02001655,17,0,0,9,6,1,0,1,0
S02001608,S02001656,17,0,0,11,4,1,1,0,0
S02001608,S02001657,5,0,0,4,1,0,0,0,0
S02001608,S02001658,8,0,0,8,0,0,0,0,0
S02001608,S02001659,7,0,0,4,3,0,0,0,0
S02001608,S02001660,34,0,0,23,6,1,2,1,1
S02001608,S02001661,3,0,0,1,2,0,0,0,0
S02001608,S02001662,3,0,0,2,1,0,0,0,0
S02001608,S02001663,20,0,0,9,6,2,0,3,0
S02001608,S02001665,1,0,0,0,1,0,0,0,0
S02001608,S02001666,1,0,0,0,1,0,0,0,0
S02001608,S02001667,6,0,0,4,2,0,0,0,0
S02001608,S02001668,1,0,0,1,0,0,0,0,0
S02001608,S02001669,1,0,0,1,0,0,0,0,0
S02001608,S02001670,19,0,0,16,3,0,0,0,0
S02001608,S02001671,3,0,0,2,1,0,0,0,0
S02001608,S02001675,3,0,0,0,3,0,0,0,0
S02001608,S02001676,5,0,0,4,1,0,0,0,0
S02001608,S02001679,8,0,0,2,6,0,0,0,0
S02001608,S02001682,84,0,2,26,48,5,2,1,0
S02001608,S02001683,19,0,0,7,10,0,1,0,1
S02001608,S02001684,8,0,1,1,6,0,0,0,0
S02001608,S02001685,3,0,0,0,2,1,0,0,0
S02001609,S02001576,5,0,0,0,5,0,0,0,0
S02001609,S02001577,23,0,0,1,18,2,0,1,1
S02001609,S02001578,2,0,0,0,2,0,0,0,0
S02001609,S02001580,2,0,0,0,2,0,0,0,0
S02001609,S02001581,4,0,0,0,2,0,1,1,0
S02001609,S02001583,2,0,0,1,1,0,0,0,0
S02001609,S02001584,6,0,0,0,6,0,0,0,0
S02001609,S02001586,31,0,0,10,15,2,4,0,0
S02001609,S02001587,10,0,0,0,9,0,1,0,0
S02001609,S02001588,3,0,0,1,1,0,1,0,0
S02001609,S02001589,5,0,0,0,4,0,1,0,0
S02001609,S02001590,8,0,0,0,5,0,3,0,0
S02001609,S02001591,2,0,0,0,1,0,1,0,0
S02001609,S02001592,6,0,0,0,3,0,3,0,0
S02001609,S02001593,20,0,0,10,9,1,0,0,0
S02001609,S02001594,14,0,0,3,8,0,2,1,0
S02001609,S02001595,2,0,0,1,1,0,0,0,0
S02001609,S02001596,1,0,0,0,1,0,0,0,0
S02001609,S02001598,2,0,0,0,2,0,0,0,0
S02001609,S02001599,4,0,0,0,4,0,0,0,0
S02001609,S02001601,1,0,0,0,0,0,1,0,0
S02001609,S02001602,11,0,0,3,8,0,0,0,0
S02001609,S02001603,4,0,0,2,2,0,0,0,0
S02001609,S02001604,15,0,0,4,7,0,1,3,0
S02001609,S02001605,1,0,0,0,0,0,0,1,0
S02001609,S02001606,13,0,0,3,9,0,0,1,0
S02001609,S02001607,7,0,0,2,4,0,0,1,0
S02001609,S02001608,1,0,0,0,0,0,1,0,0
S02001609,S02001609,194,0,0,4,18,1,10,160,1
S02001609,S02001610,5,0,0,2,2,1,0,0,0
S02001609,S02001611,24,0,0,0,7,2,2,13,0
S02001609,S02001612,44,0,0,2,7,1,0,32,2
S02001609,S02001613,57,0,0,10,17,1,6,23,0
S02001609,S02001614,33,0,0,3,15,2,2,11,0
S02001609,S02001615,39,0,0,1,22,0,4,12,0
S02001609,S02001616,32,0,0,7,13,1,3,8,0
S02001609,S02001617,10,0,0,2,4,2,0,2,0
S02001609,S02001619,18,0,0,2,5,0,3,8,0
S02001609,S02001620,162,0,0,51,30,11,23,47,0
S02001609,S02001621,138,0,0,37,16,11,9,63,2
S02001609,S02001622,206,0,0,105,22,7,23,48,1
S02001609,S02001623,48,0,0,14,10,4,8,12,0
S02001609,S02001624,2,0,0,1,1,0,0,0,0
S02001609,S02001625,1,0,0,0,1,0,0,0,0
S02001609,S02001626,6,0,0,2,4,0,0,0,0
S02001609,S02001627,98,0,0,32,43,2,12,8,1
S02001609,S02001628,5,0,0,1,4,0,0,0,0
S02001609,S02001629,2,0,0,0,2,0,0,0,0
S02001609,S02001630,7,0,0,5,2,0,0,0,0
S02001609,S02001631,8,0,0,4,3,1,0,0,0
S02001609,S02001632,6,0,0,1,5,0,0,0,0
S02001609,S02001633,5,0,0,3,2,0,0,0,0
S02001609,S02001634,1,0,0,0,1,0,0,0,0
S02001609,S02001638,1,0,0,0,0,0,1,0,0
S02001609,S02001640,14,0,1,5,8,0,0,0,0
S02001609,S02001642,22,0,0,1,17,0,4,0,0
S02001609,S02001643,9,0,0,2,5,0,2,0,0
S02001609,S02001644,11,0,0,3,4,0,3,1,0
S02001609,S02001645,1,0,0,0,1,0,0,0,0
S02001609,S02001646,4,0,0,2,1,0,0,0,1
S02001609,S02001647,18,0,0,6,7,0,1,4,0
S02001609,S02001648,2,0,0,0,1,0,1,0,0
S02001609,S02001649,3,0,0,0,1,0,2,0,0
S02001609,S02001650,4,0,0,0,4,0,0,0,0
S02001609,S02001651,5,0,0,2,1,0,0,2,0
S02001609,S02001652,5,0,0,3,2,0,0,0,0
S02001609,S02001653,10,0,0,3,6,0,1,0,0
S02001609,S02001654,4,0,0,0,3,0,0,1,0
S02001609,S02001655,26,0,0,11,6,1,3,5,0
S02001609,S02001656,59,0,0,28,6,3,13,9,0
S02001609,S02001657,18,0,0,4,2,2,4,6,0
S02001609,S02001658,21,0,0,7,4,0,4,6,0
S02001609,S02001659,8,0,0,3,3,1,1,0,0
S02001609,S02001660,110,0,0,42,31,2,17,16,2
S02001609,S02001661,2,0,0,1,1,0,0,0,0
S02001609,S02001662,6,0,0,0,6,0,0,0,0
S02001609,S02001663,49,0,0,10,26,2,9,1,1
S02001609,S02001664,4,0,0,1,3,0,0,0,0
S02001609,S02001665,4,0,0,2,0,0,1,0,1
S02001609,S02001666,4,0,0,1,2,0,1,0,0
S02001609,S02001667,7,0,0,1,5,0,1,0,0
S02001609,S02001668,1,0,0,0,0,0,0,1,0
S02001609,S02001669,1,0,0,0,1,0,0,0,0
S02001609,S02001670,23,0,0,14,8,0,1,0,0
S02001609,S02001671,2,0,0,0,2,0,0,0,0
S02001609,S02001672,4,0,0,0,3,0,1,0,0
S02001609,S02001673,1,0,0,1,0,0,0,0,0
S02001609,S02001676,1,0,0,0,1,0,0,0,0
S02001609,S02001677,1,0,0,0,1,0,0,0,0
S02001609,S02001678,1,0,0,0,1,0,0,0,0
S02001609,S02001679,12,0,0,2,10,0,0,0,0
S02001609,S02001682,95,0,3,16,60,5,11,0,0
S02001609,S02001683,33,0,0,9,21,1,0,2,0
S02001609,S02001684,15,0,0,1,13,0,0,1,0
S02001609,S02001685,2,0,1,0,1,0,0,0,0
S02001610,S02001576,1,0,0,1,0,0,0,0,0
S02001610,S02001577,3,0,0,0,3,0,0,0,0
S02001610,S02001579,1,0,0,0,1,0,0,0,0
S02001610,S02001580,1,0,0,0,1,0,0,0,0
S02001610,S02001581,1,0,0,0,1,0,0,0,0
S02001610,S02001582,1,0,0,0,0,0,0,1,0
S02001610,S02001583,2,0,0,1,1,0,0,0,0
S02001610,S02001584,4,0,0,0,4,0,0,0,0
S02001610,S02001585,1,0,0,0,1,0,0,0,0
S02001610,S02001586,17,0,0,11,4,0,0,1,1
S02001610,S02001587,8,0,0,3,5,0,0,0,0
S02001610,S02001588,1,0,0,0,0,0,0,1,0
S02001610,S02001589,2,0,0,0,2,0,0,0,0
S02001610,S02001590,3,0,0,2,1,0,0,0,0
S02001610,S02001591,5,0,0,2,1,1,0,1,0
S02001610,S02001592,2,0,0,1,1,0,0,0,0
S02001610,S02001593,8,0,0,4,4,0,0,0,0
S02001610,S02001594,3,0,0,0,3,0,0,0,0
S02001610,S02001596,1,0,0,0,0,1,0,0,0
S02001610,S02001598,1,0,0,0,1,0,0,0,0
S02001610,S02001599,3,0,0,0,3,0,0,0,0
S02001610,S02001601,1,0,0,0,1,0,0,0,0
S02001610,S02001602,5,0,0,2,3,0,0,0,0
S02001610,S02001604,14,0,0,4,2,0,4,4,0
S02001610,S02001605,2,0,0,2,0,0,0,0,0
S02001610,S02001606,20,0,0,12,6,0,0,2,0
S02001610,S02001607,6,0,0,1,3,0,0,2,0
S02001610,S02001608,4,0,0,1,1,2,0,0,0
S02001610,S02001609,74,0,0,2,13,0,11,47,1
S02001610,S02001610,29,0,0,4,7,2,0,16,0
S02001610,S02001611,30,0,0,9,5,1,0,14,1
S02001610,S02001612,18,0,0,6,5,0,1,6,0
S02001610,S02001613,13,0,0,4,2,0,4,3,0
S02001610,S02001614,7,0,0,3,0,1,0,3,0
S02001610,S02001615,8,0,0,1,6,1,0,0,0
S02001610,S02001616,10,0,0,3,3,0,2,2,0
S02001610,S02001617,7,0,0,3,1,0,1,2,0
S02001610,S02001618,4,0,0,0,1,3,0,0,0
S02001610,S02001619,5,0,0,3,1,1,0,0,0
S02001610,S02001620,81,0,0,47,15,3,4,11,1
S02001610,S02001621,61,0,0,14,7,3,2,35,0
S02001610,S02001622,114,0,0,63,6,3,13,27,2
S02001610,S02001623,30,0,0,8,4,3,5,10,0
S02001610,S02001624,4,0,0,2,2,0,0,0,0
S02001610,S02001625,6,0,0,1,5,0,0,0,0
S02001610,S02001626,10,0,0,3,3,0,4,0,0
S02001610,S02001627,43,0,0,18,10,1,7,5,2
S02001610,S02001628,3,0,0,1,2,0,0,0,0
S02001610,S02001629,2,0,0,2,0,0,0,0,0
S02001610,S02001630,8,0,0,4,4,0,0,0,0
S02001610,S02001631,5,0,0,2,3,0,0,0,0
S02001610,S02001632,5,0,0,2,3,0,0,0,0
S02001610,S02001633,7,0,0,1,5,0,1,0,0
S02001610,S02001634,2,0,0,1,1,0,0,0,0
S02001610,S02001635,1,0,0,0,1,0,0,0,0
S02001610,S02001636,1,0,0,0,1,0,0,0,0
S02001610,S02001640,24,0,0,11,10,0,2,1,0
S02001610,S02001641,2,0,0,1,1,0,0,0,0
S02001610,S02001642,5,0,0,2,2,0,1,0,0
S02001610,S02001643,6,0,0,3,1,0,1,0,1
S02001610,S02001644,6,0,0,1,5,0,0,0,0
S02001610,S02001645,6,0,0,1,3,0,2,0,0
S02001610,S02001646,1,0,0,1,0,0,0,0,0
S02001610,S02001647,10,0,0,4,4,1,1,0,0
S02001610,S02001648,2,0,0,0,2,0,0,0,0
S02001610,S02001649,6,0,0,1,3,1,0,1,0
S02001610,S02001650,1,0,0,0,0,0,0,0,1
S02001610,S02001651,1,0,0,1,0,0,0,0,0
S02001610,S02001652,1,0,0,1,0,0,0,0,0
S02001610,S02001653,10,0,0,4,4,0,1,1,0
S02001610,S02001654,5,0,0,2,3,0,0,0,0
S02001610,S02001655,13,0,0,7,5,1,0,0,0
S02001610,S02001656,15,0,0,6,3,0,2,4,0
S02001610,S02001657,6,0,0,4,1,1,0,0,0
S02001610,S02001658,10,0,0,3,3,0,2,1,1
S02001610,S02001659,4,0,0,2,1,0,0,1,0
S02001610,S02001660,50,0,1,24,9,3,6,6,1
S02001610,S02001661,3,0,0,1,1,0,0,1,0
S02001610,S02001662,1,0,0,0,1,0,0,0,0
S02001610,S02001663,11,0,0,8,1,0,1,1,0
S02001610,S02001664,2,0,0,0,0,0,1,0,1
S02001610,S02001667,7,0,0,0,5,0,1,1,0
S02001610,S02001670,7,0,0,1,4,1,1,0,0
S02001610,S02001671,2,0,0,1,1,0,0,0,0
S02001610,S02001672,1,0,0,0,1,0,0,0,0
S02001610,S02001675,1,0,0,0,1,0,0,0,0
S02001610,S02001678,1,0,0,1,0,0,0,0,0
S02001610,S02001679,8,0,0,3,5,0,0,0,0
S02001610,S02001682,26,0,2,8,15,0,1,0,0
S02001610,S02001683,11,0,0,7,3,0,0,0,1
S02001610,S02001684,7,0,0,1,6,0,0,0,0
S02001610,S02001685,3,0,0,0,3,0,0,0,0
S02001611,S02001576,1,0,0,0,1,0,0,0,0
S02001611,S02001577,14,0,0,7,6,0,1,0,0
S02001611,S02001579,1,0,0,1,0,0,0,0,0
S02001611,S02001583,3,0,0,1,1,0,1,0,0
S02001611,S02001584,3,0,0,1,0,0,2,0,0
S02001611,S02001586,26,0,0,13,10,0,2,1,0
S02001611,S02001587,5,0,0,4,1,0,0,0,0
S02001611,S02001588,1,0,0,0,0,0,0,1,0
S02001611,S02001589,4,0,0,2,1,1,0,0,0
S02001611,S02001590,6,0,0,2,1,0,2,1,0
S02001611,S02001591,1,0,0,1,0,0,0,0,0
S02001611,S02001592,3,0,0,0,0,0,1,2,0
S02001611,S02001593,11,0,0,5,5,0,1,0,0
S02001611,S02001594,4,0,0,2,0,0,0,1,1
S02001611,S02001595,2,0,0,1,0,0,1,0,0
S02001611,S02001596,1,0,0,1,0,0,0,0,0
S02001611,S02001599,2,0,0,1,0,0,1,0,0
S02001611,S02001601,3,0,0,2,0,0,0,1,0
S02001611,S02001602,5,0,0,3,2,0,0,0,0
S02001611,S02001604,11,0,0,3,3,0,5,0,0
S02001611,S02001606,3,0,0,3,0,0,0,0,0
S02001611,S02001607,1,0,0,0,1,0,0,0,0
S02001611,S02001608,5,0,0,1,3,0,0,1,0
S02001611,S02001609,120,0,1,13,13,0,25,68,0
S02001611,S02001610,14,0,0,3,0,0,0,11,0
S02001611,S02001611,34,0,0,2,1,0,1,29,1
S02001611,S02001612,16,0,0,2,1,0,3,10,0
S02001611,S02001613,16,0,0,1,3,0,0,12,0
S02001611,S02001614,7,0,0,0,0,0,0,7,0
S02001611,S02001615,6,0,0,1,2,0,0,3,0
S02001611,S02001616,30,0,0,9,7,2,9,3,0
S02001611,S02001617,11,0,0,2,2,1,3,3,0
S02001611,S02001618,2,0,0,0,2,0,0,0,0
S02001611,S02001619,6,0,0,2,2,0,1,1,0
S02001611,S02001620,110,0,0,29,15,3,7,55,1
S02001611,S02001621,199,0,0,8,3,1,17,168,2
S02001611,S02001622,246,0,1,68,6,0,16,155,0
S02001611,S02001623,63,0,1,6,1,0,3,52,0
S02001611,S02001624,2,0,0,0,0,0,0,2,0
S02001611,S02001625,2,0,0,0,1,0,0,1,0
S02001611,S02001626,3,0,0,0,1,0,1,1,0
S02001611,S02001627,72,0,0,38,15,4,10,5,0
S02001611,S02001628,1,0,0,0,1,0,0,0,0
S02001611,S02001630,5,0,0,3,1,0,1,0,0
S02001611,S02001631,4,0,0,3,1,0,0,0,0
S02001611,S02001632,3,0,0,0,3,0,0,0,0
S02001611,S02001633,2,0,0,1,1,0,0,0,0
S02001611,S02001634,1,0,0,1,0,0,0,0,0
S02001611,S02001635,1,0,0,0,0,0,0,1,0
S02001611,S02001637,1,0,0,0,1,0,0,0,0
S02001611,S02001639,1,0,0,0,0,0,1,0,0
S02001611,S02001640,9,0,0,6,1,0,1,0,1
S02001611,S02001641,7,0,0,4,3,0,0,0,0
S02001611,S02001642,13,0,0,3,6,1,2,1,0
S02001611,S02001643,8,0,0,0,4,0,1,1,2
S02001611,S02001644,9,0,0,4,3,0,1,1,0
S02001611,S02001645,2,0,0,1,1,0,0,0,0
S02001611,S02001646,1,0,0,0,0,0,0,1,0
S02001611,S02001647,17,0,0,7,3,0,1,6,0
S02001611,S02001649,5,0,0,2,2,0,1,0,0
S02001611,S02001650,2,0,0,1,1,0,0,0,0
S02001611,S02001651,1,0,0,0,1,0,0,0,0
S02001611,S02001652,2,0,0,2,0,0,0,0,0
S02001611,S02001653,5,0,0,1,0,0,2,2,0
S02001611,S02001654,8,0,0,2,3,0,1,2,0
S02001611,S02001655,17,0,0,4,0,1,1,11,0
S02001611,S02001656,21,0,0,5,5,1,2,8,0
S02001611,S02001657,5,0,0,1,4,0,0,0,0
S02001611,S02001658,12,0,0,6,2,0,1,2,1
S02001611,S02001659,4,0,0,2,0,0,0,2,0
S02001611,S02001660,76,0,0,32,12,0,12,20,0
S02001611,S02001661,3,0,0,0,3,0,0,0,0
S02001611,S02001662,8,0,0,6,1,0,1,0,0
S02001611,S02001663,18,0,0,4,9,0,3,1,1
S02001611,S02001664,4,0,0,0,3,0,0,1,0
S02001611,S02001665,2,0,0,0,2,0,0,0,0
S02001611,S02001666,2,0,0,0,1,0,0,1,0
S02001611,S02001667,8,0,0,3,5,0,0,0,0
S02001611,S02001669,1,0,0,1,0,0,0,0,0
S02001611,S02001670,13,0,0,8,1,1,2,1,0
S02001611,S02001671,4,0,0,2,1,0,0,1,0
S02001611,S02001673,1,0,0,0,0,0,0,0,1
S02001611,S02001677,1,0,0,0,0,0,0,1,0
S02001611,S02001679,14,0,0,4,9,0,1,0,0
S02001611,S02001682,39,0,4,14,18,1,1,0,1
S02001611,S02001683,24,0,0,10,11,1,1,1,0
S02001611,S02001684,2,0,0,1,1,0,0,0,0
S02001612,S02001576,4,0,0,0,3,0,1,0,0
S02001612,S02001577,16,0,0,5,9,0,2,0,0
S02001612,S02001578,3,0,0,0,1,2,0,0,0
S02001612,S02001579,1,0,0,0,1,0,0,0,0
S02001612,S02001581,5,0,0,0,4,0,0,1,0
S02001612,S02001583,1,0,0,1,0,0,0,0,0
S02001612,S02001584,2,0,0,0,2,0,0,0,0
S02001612,S02001586,25,0,0,11,10,2,2,0,0
S02001612,S02001587,9,0,0,3,5,0,1,0,0
S02001612,S02001588,1,0,0,0,1,0,0,0,0
S02001612,S02001589,5,0,0,0,4,0,1,0,0
S02001612,S02001590,3,0,0,0,1,0,1,1,0
S02001612,S02001591,3,0,0,0,3,0,0,0,0
S02001612,S02001593,24,0,0,9,11,0,4,0,0
S02001612,S02001594,7,0,0,3,3,0,0,1,0
S02001612,S02001595,5,0,0,1,1,2,0,1,0
S02001612,S02001596,3,0,0,0,1,1,1,0,0
S02001612,S02001598,3,0,0,0,3,0,0,0,0
S02001612,S02001599,2,0,0,0,2,0,0,0,0
S02001612,S02001601,3,0,0,0,1,0,2,0,0
S02001612,S02001602,6,0,0,2,4,0,0,0,0
S02001612,S02001604,13,0,0,3,3,0,2,5,0
S02001612,S02001605,1,0,0,1,0,0,0,0,0
S02001612,S02001606,2,0,0,0,1,0,1,0,0
S02001612,S02001607,2,0,0,1,1,0,0,0,0
S02001612,S02001608,1,0,0,1,0,0,0,0,0
S02001612,S02001609,106,0,0,3,22,1,11,69,0
S02001612,S02001610,7,0,0,1,2,0,0,4,0
